index,MT_labels,clean_tweet,final_label,raw_tweet
1270,"[1, 1, 1]",sunrise in cali dope morning,1,sunrise in cali so dope this morning
1271,"[0, 1, 1]",getting off much dope,1,We been getting off so much dope
1272,"[1, 1, 0]",just really excited smoke bowl later,1,im just really excited to smoke a bowl later
1273,"[1, 0, 0]",basedsilly deserves blow up,0,@basedsilly_ this deserves to blow up
1274,"[0, 0, 1]",got dope idea,0,Got a dope idea
1275,"[0, 0, 1]",all want dope ass cape,0,All i want is a dope ass cape
1276,"[0, 0, 0]",rogue one dope,0,Rogue One was dope
1277,"[0, 0, 0]",time dope food URL,0,Time for some dope food . https://t.co/nQRU1L53t2
1278,"[1, 0, 0]",in there dope sick neweditionbet,0,He in there Dope sick... #NewEditionBET
1279,"[0, 0, 0]",just want get away everyone everything go hiking take dope ass pictures,0,I just want to get away from everyone and everything and go hiking and take some dope ass pictures
1280,"[0, 1, 1]",jus go thru acid trip URL,1,did i jus go thru an acid trip https://t.co/4HzAkpt49u
1281,"[0, 0, 0]",guess acid shrooms URL,0,My guess is acid or shrooms https://t.co/jcRMHAKd3Y
1282,"[1, 1, 1]",much dope broke scalee,1,So much dope that it broke the scalee
1283,"[1, 1, 1]",monicakrajewski much weed sex,1,@MonicaKrajewski so much weed and sex
1284,"[1, 1, 1]",now forreal need blunt,1,Now I forreal need a blunt
1285,"[0, 1, 0]",update NUMBER 45am still driving through texas on good note here dope picture took sun URL,0,Update: it's 7:45am and I'm still driving through Texas.   But on good note here's a dope picture I took of the sun  https://t.co/Oy3UUPHwZB
1286,"[0, 1, 0]",pretty dope walking class while snowing,0,It's pretty dope walking to class while it's snowing
1287,"[0, 0, 0]",look dope fab URL,0,She look dope and fab https://t.co/4nSEoLOksk
1288,"[0, 1, 0]",watching documentaries heroin make grateful sober,0,watching documentaries about heroin make me so grateful to be sober
1289,"[0, 0, 0]",mikey rox nikes dope tired renting,0,@Mikey_RoX_Nikes dope I'm tired of renting
1290,"[1, 1, 1]",weed nap special,1,That weed nap was special
1291,"[1, 1, 1]",need blunt min,1,I need a blunt it's been a min
1292,"[1, 1, 1]",amazinnana wine weed bath haha,1,"@AmazinNaNa wine, weed and bath haha"
1293,"[1, 1, 1]",love call scumbag just cz sit home smoke weed lol first all everyone smokes weed live NUMBER hell life traveling,1,"I love being call a scumbag just Cz I sit at home and smoke weed lol first of all everyone smokes weed "" I live 1 hell of a life traveling  "
1294,"[1, 1, 1]",up smoke blunt on,1,Who's up.. smoke a blunt it's on me
1295,"[1, 0, 1]",uncle b clutch dawg told before took nap needed weed said gonna re up left half zip in room,1,"My uncle b so clutch dawg. I told him before I took a nap I needed some weed and he said he was gonna re up "" left me half a zip in my room"
1296,"[0, 0, 0]",drudge report really want acid rain,0,@DRUDGE_REPORT DO they really want acid rain ?
1297,"[1, 0, 1]",coraline dope movie,1,Coraline is such a dope movie
1298,"[0, 1, 1]",buy dope ll swoop snm,1,"""Buy the dope "" I'll swoop"" SNM"
1299,"[0, 0, 1]",marli smacked in head laying in bed sorry dabbing before fell asleep,0,"*Marli smacked me in the head laying in bed* her- ""sorry I was dabbing before I fell asleep"""
1300,"[0, 1, 1]",dope movie,1,dope movie
1301,"[0, 1, 1]",ready lunch n blunt,1,Im ready for lunch n a blunt
1302,"[1, 1, 1]",need gram blunt,1,I need a gram blunt
1303,"[1, 1, 1]",celest565 smoke weed everyday,1,@Celest565 Smoke weed everyday?
1304,"[0, 0, 0]",aarongoodwin just made pot come on over,0,@AaronGoodwin I just made a pot come on over
1305,"[1, 1, 1]",wake bake coughing up smoke breakfast,1,Wake and Bake had me coughing up smoke for breakfast.
1306,"[0, 1, 1]",need weed coffee,1,I need weed and coffee
1307,"[1, 1, 1]",laying down bouta roll any weed,1,Laying down bouta roll Any weed
1308,"[0, 0, 0]",coachella gonna dope,0,Coachella is gonna be so dope!
1309,"[0, 1, 1]",tired af just want back massage blunt,1,"Tired af, I just want a back massage "" a blunt."
1310,"[1, 1, 1]",rmadrid akin buy weed first,1,@Rmadrid_akin buy me weed first
1311,"[1, 1, 1]",smokin viagra out blunt,1,We smokin viagra out this blunt
1312,"[0, 1, 1]",rogue one dope movie,1,Rogue One Was A Dope Movie
1313,"[0, 0, 0]",dope incredible movie,0,Dope is an incredible movie
1314,"[1, 1, 1]",much needed blunt,1,Much needed blunt!
1315,"[1, 1, 1]",smoking blunt tonight,1,Who's smoking a blunt with me tonight ?
1316,"[0, 0, 0]",dope move URL,0,Dope move https://t.co/CHEBZ3b4O9
1317,"[1, 1, 1]",stop smoking weed URL,1,"""stop smoking weed"" Me: https://t.co/6AUolrlDbN"
1318,"[0, 1, 1]",too lazy get up buy more weed,1,Being too lazy to get up and buy more weed is
1319,"[1, 1, 1]",saturday weed food,1,Saturday's are for weed and food
1320,"[1, 1, 1]",just want weed delivered,1,I just want weed delivered to meeee /;
1321,"[0, 0, 0]",just finished re7 dope game,0,I just finished RE7. Such a dope game
1322,"[0, 1, 0]",too old start smoking weed,0,Am I too old to start smoking weed?
1323,"[0, 0, 0]",j1tails dope going any weeklies soon,0,@J1tails dope! Going to any weeklies soon?
1324,"[0, 0, 1]",addicted dope dick,0,She addicted to that dope dick
1325,"[1, 1, 1]",winmeoverin4words let smoke blunt,1,#WinMeOverIn4Words  let's smoke a blunt
1326,"[1, 1, 1]",kameron ray3 school smoke weed,1,@kameron_ray3 school and smoke weed
1327,"[0, 1, 0]",gonna dope meet torikelly,0,It's gonna be dope to meet @torikelly !
1328,"[0, 1, 1]",y all smoking hella weed,1,Y'all be smoking hella weed
1329,"[0, 0, 0]",pg1s actually dope af,0,These PG1s actually dope af
1330,"[1, 1, 1]",need blunt cruise,1,I need a blunt and a cruise
1331,"[1, 1, 0]",allibeezer probably smoking weed,1,@AlliBeezer he's probably smoking weed
1332,"[0, 0, 0]",tiev brandon alright dope theatre walmart,0,@tiev_brandon Alright dope. The theatre by walmart?
1333,"[0, 0, 0]",dope weekend,0,What a dope weekend
1334,"[1, 0, 1]",drinking coke feels like acid going down throat,1,drinking coke feels like acid going down my throat
1335,"[0, 1, 0]",snow u junkie,0,Snow for u junkie
1336,"[0, 1, 1]",need blunt incense,1,I need a blunt and some incense
1337,"[1, 1, 1]",always walk around downtown smoking blunt,1,I always walk around downtown smoking a blunt
1338,"[1, 1, 1]",finally off now time refill pot jar,1,Finally off now it's time to refill my pot jar
1339,"[0, 0, 1]",rain sounds dope rn,0,Rain sounds dope rn
1340,"[0, 1, 0]",adamvalencia dank bud,0,@adamvalencia_ dank you bud
1341,"[1, 1, 1]",need wake bake blunt,1,"I need a wake "" bake blunt"
1342,"[1, 0, 1]",wait cookies smoke blunt,1,As we wait for cookies we smoke blunt
1343,"[0, 0, 0]",unbreakable fucking dope movie,0,Unbreakable is fucking dope movie
1344,"[1, 1, 1]",want ganja got URL,1,I want that ganja you got https://t.co/Lr7sRpkqjP
1345,"[0, 0, 0]",like too dope she2cooler most friends,0,Like too dope. She2cooler than most of my friends.
1346,"[1, 1, 0]",w2 weed wine URL,1,W2's: Weed and Wine https://t.co/aG0kyL9sNX
1347,"[1, 1, 0]",sleight movie looks dope af,1,"That ""Sleight"" movie looks dope af"
1348,"[1, 0, 1]",need wings blunt,1,Need me some wings and a blunt
1349,"[0, 1, 0]",maybe should go smack,0,"Maybe i should go smack,"
1350,"[1, 0, 0]",really smoked all weed,0,He     Really     Smoked    All    The    Weed......................................
1351,"[1, 1, 1]",dopest dope will smoke,1,This the dopest dope you will smoke
1352,"[1, 1, 1]",need blunt bedtime,1,I need a blunt then bedtime
1353,"[1, 0, 0]",gypsy frank dope sure man,0,@gypsy_frank dope! For sure man
1354,"[1, 1, 1]",okay last blunt night,1,okay last blunt of the night.
1355,"[0, 0, 0]",woah took dope pictures go look URL,0,Woah who took these dope pictures (it was me go look at them) https://t.co/D8Q2RaYaHI
1356,"[1, 0, 0]",excision going dope month,0,Excision is going to be dope this month!!
1357,"[1, 0, 1]",sometimes smoke weed,1,Sometimes they smoke weed
1358,"[0, 0, 1]",djaireloosh let take trip dope,0,@DjAireLoosh let's take a trip it's so dope
1359,"[1, 1, 1]",got weed got paper,1,"""You got weed?"" ""You got paper?"""
1360,"[1, 1, 1]",wanna acid go skydiving,1,i wanna do acid and go skydiving
1361,"[0, 0, 0]",ghost recon wildlands looks dope,0,Ghost Recon Wildlands looks dope
1362,"[1, 1, 1]",need blunt tbh,1,I need a blunt tbh
1363,"[1, 1, 1]",smoke dope take nap,1,smoke dope and take a nap
1364,"[1, 1, 0]",downtown weed,1,"who's downtown "" had weed?"
1365,"[1, 1, 1]",need blunt n mexican,1,Need a blunt n some Mexican
1366,"[1, 0, 0]",dude heck shoot in dope fog,0,dude who the HECK we to shoot in this dope fog!!!!!
1367,"[0, 0, 0]",yagirljuicee dope fun loved morocco,0,"@yagirljuicee dope, have fun! I loved Morocco"
1368,"[0, 0, 1]",thatkevinsmith weed gluten j k lol,0,@ThatKevinSmith weed has Gluten!!!! J/k lol
1369,"[1, 1, 1]",how one just stop smoking weed,1,how does one just stop smoking weed
1370,"[0, 1, 1]",dude need blunt,1,dude i need a blunt
1371,"[1, 1, 1]",cooking dope in kitchen,1,cooking dope in my kitchen
1372,"[1, 0, 1]",got free weed,1,I got free weed
1373,"[1, 0, 0]",happy belated birthday blood gehrig willi hope dope homie URL,0,Happy belated birthday blood @gehrig_willi I hope it was dope homie https://t.co/jNfgotrIHD
1374,"[1, 0, 1]",bruh own brother played ass came smoke like roll brb took weed smoke friends,1,Bruh my own brother played my ass. I came to smoke with him and he's like I'm about to roll brb and took the weed to smoke with friends
1375,"[1, 0, 1]",streetcar dope URL,1,Streetcar so dope https://t.co/Lt7sjDtU45
1376,"[1, 0, 1]",only one awake sucks guess ll smoke blunt alone,1,Being the only one awake sucks... guess I'll smoke this blunt alone
1377,"[1, 0, 0]",paris gonna blow up fast,0,Paris is gonna blow up so fast
1378,"[0, 0, 0]",dope ass sunday,0,dope ass sunday
1379,"[1, 1, 1]",really need weed,1,I really need some weed
1380,"[0, 0, 0]",finna blow up area,0,Finna blow up my area
1381,"[0, 1, 1]",laveon dope tho 20stillrunning,1,Laveon is dope tho @20StillRunning
1382,"[0, 0, 0]",dope seeing rosenbergradio wwe work now dope,0,It's so dope seeing @Rosenbergradio doing WWE work now! So dope!!!
1383,"[0, 0, 0]",studying abroad sounds dope af,0,Studying abroad sounds dope af
1384,"[1, 1, 1]",want smoke dope,1,She want to smoke my dope
1385,"[1, 1, 0]",guess acid today,1,I guess I'm doing acid today
1386,"[0, 0, 0]",pedraum pretty dope approve,0,@pedraum pretty dope. I approve.
1387,"[1, 1, 1]",need weed in life,1,Need some weed in my life
1388,"[1, 1, 0]",bath blunt,1,"Bath "" a blunt  "
1389,"[1, 1, 1]",vegan blunt lit,1,Vegan blunt was lit
1390,"[1, 1, 1]",mielgurl smoke weed on yes,1,@mielgurl Smoke weed on me yes
1391,"[0, 0, 1]",catsippycup needs blow up lol,0,@catsippycup this needs to blow up lol
1392,"[0, 1, 0]",make dope chili,0,I make dope chili
1393,"[0, 0, 0]",bump on forehead going drive insane omg,0,This bump on my forehead is going to drive me insane omg
1394,"[1, 0, 1]",can stop smoking marijuana,1,Can't stop smoking marijuana.
1395,"[1, 1, 1]",blunt rolled dinner done lunch packed tomorrow,1,Blunt rolled. Dinner done and Lunch packed for tomorrow
1396,"[1, 0, 0]",dope local URL,0,Dope and local! https://t.co/VcAcqG1oA1
1397,"[0, 0, 0]",today first day without smoking blunt,0,Today is my first day without smoking a blunt
1398,"[1, 0, 0]",get smacked sleep,0,Get Smacked or sleep
1399,"[1, 1, 1]",atleast got ganja,1,Atleast I got ganja
1400,"[0, 0, 1]",stop whipping dope URL,0,Stop whipping the dope https://t.co/CYkRiwuyN9
1401,"[1, 0, 1]",quinn just bought glass blunt wtf,1,Me and Quinn just bought a glass blunt wtf
1402,"[1, 1, 1]",going share oxy prolly not,1,Am I going to share my oxy? Prolly not
1403,"[0, 1, 1]",smoking dope mom,1,"""Who's smoking that dope"" -mom"
1404,"[0, 0, 0]",two years sober today pretty dope,0,I'm two years sober today and that's pretty dope.
1405,"[1, 0, 0]",play pretty dope,0,That play was pretty dope
1406,"[0, 0, 0]",why college money pot,0,Why is college such a money pot.
1407,"[1, 1, 1]",augie woke up just get blunt,1,Augie woke me up just to get me to his his blunt -.-
1408,"[1, 1, 1]",gonna take shots dome blunt,1,Gonna take some shots and dome a blunt
1409,"[0, 1, 1]",got acid hmu,1,Who's got acid hmu
1410,"[1, 1, 1]",samsegal01 come smoke weed,1,@SamSegal01 come smoke weed.
1411,"[1, 1, 1]",enjoy hot shower smoke blunt,1,Enjoy a hot shower and smoke a blunt.
1412,"[1, 1, 1]",taking acid tomorrow p stoked,1,I'm taking acid tomorrow so p stoked about that
1413,"[0, 0, 0]",actually pretty dope should follow,0,i'm actually pretty dope  you should follow me
1414,"[0, 0, 0]",west coast customs looks dope,0,West coast customs looks dope
1415,"[1, 1, 1]",got ganja,1,Who's got the ganja
1416,"[1, 1, 1]",need fucking blunt,1,need a fucking blunt..
1417,"[1, 1, 1]",bouta take acid,0,bouta take acid
1418,"[0, 0, 0]",bretts beast14 soccer dope af,0,@Bretts_Beast14 Soccer dope af
1419,"[0, 1, 0]",bo yo don smoke weed,0,@Bo_Me_Yooo but I don't smoke weed
1420,"[0, 0, 1]",NUMBER 2005 seen eyes dope still alive,0,"1995-2005 seen it with my eyes, dope still alive"
1421,"[0, 0, 0]",going walks on nights like dope,0,Going for walks on nights like these is dope
1422,"[1, 1, 1]",one push smoke blunt,1,Some one push smoke this blunt with me
1423,"[1, 1, 1]",there nothing oswego smoke weed hit gym,1,There'snothing to do Oswego but smoke weed and hit the gym
1424,"[0, 1, 1]",last blunt URL,1,"""This is the last blunt"" https://t.co/nA7ganbua8"
1425,"[0, 0, 0]",tonight dope squad reunion,0,Tonight was dope. Squad reunion
1426,"[1, 1, 0]",boutta get on dope gts,1,Boutta get on this dope and gts
1427,"[0, 0, 0]",hushupsamy dope ll text,0,@HushUpSamy dope I'll text you!!
1428,"[0, 0, 0]",teesaucy down go dope spots,0,@teesaucy that's down to go to dope spots
1429,"[0, 0, 0]",got dope beats,0,I got some dope beats
1430,"[0, 0, 0]",just watched john wick pretty dope movie,0,Just watched John Wick. It's a pretty dope movie.
1431,"[0, 0, 1]",hdrewblackburn parts dope hook trash,0,@hdrewblackburn Her parts are dope. The hook is trash.
1432,"[0, 0, 1]",lsd melts in mind not in hand lsd study reveals why acid trips last long URL,0,"LSD: Melts in Your Mind, Not in Your Hand   LSD study reveals why acid trips last so long https://t.co/JKA6655g3V"
1433,"[0, 0, 0]",asadi dope y all,0,Asadi is dope y'all !
1434,"[0, 0, 0]",split looks dope af,0,Split looks dope af
1435,"[1, 1, 1]",need blunt dying,1,I need a blunt I'm dying
1436,"[1, 1, 1]",really done over last blunt,1,I'm really done over that last blunt
1437,"[1, 1, 1]",k bouta get high af,1,"me "" K bouta get high af"
1438,"[1, 0, 0]",dope on rope hang,0,DOPE ON A ROPE WE HANG
1439,"[1, 1, 1]",finally dallas sleep now can smoke blunt,1,Finally Dallas is sleep now I can smoke this blunt
1440,"[1, 1, 1]",elonmusk pack full weed,1,@elonmusk Pack it full of weed!
1441,"[1, 1, 0]",going dope ass year,1,This is going to be a dope ass year
1442,"[0, 0, 0]",super close dope city,0,It's super close and a dope city.
1443,"[0, 0, 0]",katritri looks dope,0,@Katritri_ it looks dope
1444,"[1, 1, 1]",smoking dope rn,1,I'm smoking dope rn
1445,"[0, 0, 0]",need dope ass tapestries,0,i need some dope ass tapestries
1446,"[0, 0, 0]",dave hollister dope few hits,0,Dave Hollister is dope and had a few hits
1447,"[1, 1, 1]",loudpvck let smoke fucking weed,1,@LOUDPVCK let's smoke some fucking weed!
1448,"[1, 0, 0]",need stop smoking weed,0,I need to stop smoking weed
1449,"[0, 0, 1]",looks dope asf URL,0,It looks dope asf https://t.co/rckjJhDfv6
1450,"[0, 1, 1]",fuckmicahman heroin diaries there another one,1,@fuckmicahman the heroin diaries? Or there was another one?
1451,"[1, 1, 1]",hell where all weed going,1,If hell is where all the weed is at Then I'm going
1452,"[0, 0, 0]",miss dexy,0,I miss dexy
1453,"[1, 1, 1]",starting last weekend in toronto blunt,1,Starting my last weekend in toronto with a blunt
1454,"[1, 1, 0]",themitree os got too high fell asleep super early just woke up like hour ago smoking blunt,1,@themitree_Os got too high fell asleep super early and just woke up like an hour ago so I'm smoking a blunt
1455,"[1, 1, 1]",allyisnotok take weed very seriously,1,@allyisnotok I take the weed very seriously
1456,"[1, 0, 1]",gotta know love ganja,1,gotta know I love ganja
1457,"[1, 1, 1]",itsny x need fucking blunt,1,@itsny_x I need a fucking blunt
1458,"[1, 0, 1]",don smoke dope make,1,Don't smoke dope.  Make some .
1459,"[0, 0, 1]",futurato looks dope fuck,0,@Futurato that looks dope as fuck
1460,"[0, 1, 0]",wkrg pat someone trying blow up beaver dam friday evening saturday evening finally stopped on sunday evening,0,"@WKRG_Pat someone was trying to blow up a beaver dam.  Friday evening , Saturday evening and finally stopped on Sunday evening"
1461,"[0, 0, 0]",jackie jouett pretty dope lol,0,@Jackie_Jouett that's pretty dope lol
1462,"[0, 1, 1]",won snort blunt,1,You won't snort the blunt
1463,"[0, 1, 1]",all want blunt wtf,1,All I want is a blunt wtffff
